,CustomerID,prediction_perturbed,Churn,feature,direction,prediction,prediction_diff,prediction_diff_abs
0,54528,0.4516189668718067,0.0,WarehouseToHome,increased,0.3353244879042338,0.11629447896757289,0.11629447896757289
1,50562,0.10364399851837282,0.0,WarehouseToHome,increased,0.053273832557674164,0.050370165960698654,0.050370165960698654
2,50703,0.19340147471828892,0.0,WarehouseToHome,increased,0.21066255512707163,-0.017261080408782714,0.017261080408782714
3,52344,0.2632404640084949,0.0,WarehouseToHome,increased,0.16810731087003447,0.09513315313846041,0.09513315313846041
4,51980,0.43680970582135153,0.0,WarehouseToHome,increased,0.2404879628910028,0.19632174293034874,0.19632174293034874
5,55283,0.2035257912056909,0.0,WarehouseToHome,increased,0.18773035765205912,0.015795433553631777,0.015795433553631777
6,53860,0.14735658771697902,0.0,WarehouseToHome,increased,0.03263360256486153,0.11472298515211748,0.11472298515211748
7,51781,0.1372278762199552,1.0,WarehouseToHome,increased,0.20554975966057173,-0.06832188344061654,0.06832188344061654
8,51533,0.09641205578047683,0.0,WarehouseToHome,increased,0.06017521367521367,0.036236842105263165,0.036236842105263165
9,53835,0.1186199613121295,0.0,WarehouseToHome,increased,0.0770111886276407,0.0416087726844888,0.0416087726844888
10,53729,0.25439742694032047,0.0,WarehouseToHome,increased,0.25340112413580757,0.0009963028045129052,0.0009963028045129052
11,50721,0.064,0.0,WarehouseToHome,increased,0.06636974789915967,-0.0023697478991596688,0.0023697478991596688
12,51793,0.07244060833276185,0.0,WarehouseToHome,increased,0.08110694340321295,-0.0086663350704511,0.0086663350704511
13,55179,0.08815114148140107,0.0,WarehouseToHome,increased,0.09320538050268766,-0.005054239021286586,0.005054239021286586
14,52330,0.17923497078295025,0.0,WarehouseToHome,increased,0.39650238075285815,-0.2172674099699079,0.2172674099699079
15,51427,0.1295606793607941,0.0,WarehouseToHome,increased,0.1203127367862594,0.009247942574534707,0.009247942574534707
16,51448,0.2707524650559802,1.0,WarehouseToHome,increased,0.5578509567254949,-0.2870984916695147,0.2870984916695147
17,53486,0.22916196517090068,0.0,WarehouseToHome,increased,0.2085798422397362,0.020582122931164487,0.020582122931164487
18,54804,0.04183060364309953,0.0,WarehouseToHome,increased,0.02861126945619823,0.013219334186901303,0.013219334186901303
19,55290,0.28593264374514377,0.0,WarehouseToHome,increased,0.10214501475742482,0.18378762898771894,0.18378762898771894
20,51379,0.24744865959664722,1.0,WarehouseToHome,increased,0.2855943481857599,-0.038145688589112686,0.038145688589112686
21,52258,0.11245201061690446,0.0,WarehouseToHome,increased,0.07690356922297843,0.03554844139392603,0.03554844139392603
22,55474,0.6090267711679003,1.0,WarehouseToHome,increased,0.7404691112352402,-0.1314423400673399,0.1314423400673399
23,52098,0.1627842443944196,1.0,WarehouseToHome,increased,0.13183186344203865,0.030952380952380953,0.030952380952380953
24,50497,0.02086537742360424,0.0,WarehouseToHome,increased,0.02565842852913718,-0.00479305110553294,0.00479305110553294
25,52797,0.09496181276349716,0.0,WarehouseToHome,increased,0.04309211005184308,0.05186970271165408,0.05186970271165408
26,55489,0.07456715692565265,0.0,WarehouseToHome,increased,0.11728432134070699,-0.04271716441505434,0.04271716441505434
27,51360,0.0772022138757731,1.0,WarehouseToHome,increased,0.15871574722867662,-0.08151353335290352,0.08151353335290352
28,53776,0.18366028000071022,1.0,WarehouseToHome,increased,0.13639522934633214,0.04726505065437808,0.04726505065437808
29,53880,0.08229201689603304,0.0,WarehouseToHome,increased,0.09515378403307012,-0.012861767137037086,0.012861767137037086
30,55319,0.15871574722867662,0.0,WarehouseToHome,increased,0.15045178159004563,0.008263965638630993,0.008263965638630993
31,51794,0.026256469969985662,0.0,WarehouseToHome,increased,0.022281441657989006,0.003975028311996656,0.003975028311996656
32,54308,0.13770876464211834,0.0,WarehouseToHome,increased,0.14688691638917195,-0.009178151747053609,0.009178151747053609
33,55607,0.06204835824219903,0.0,WarehouseToHome,increased,0.02766211485595563,0.034386243386243395,0.034386243386243395
34,52995,0.07309692921989348,0.0,WarehouseToHome,increased,0.07402249199405075,-0.0009255627741572708,0.0009255627741572708
35,52198,0.08175336252322843,0.0,WarehouseToHome,increased,0.03749642038189464,0.044256942141333785,0.044256942141333785
36,51964,0.6289359247234247,0.0,WarehouseToHome,increased,0.3318355300200888,0.29710039470333593,0.29710039470333593
37,55056,0.2805058775276499,0.0,WarehouseToHome,increased,0.3123677464904906,-0.03186186896284071,0.03186186896284071
38,50673,0.2528489100666707,1.0,WarehouseToHome,increased,0.28378959266288073,-0.030940682596210023,0.030940682596210023
39,51571,0.13267064853512067,0.0,WarehouseToHome,increased,0.20970712517996312,-0.07703647664484245,0.07703647664484245
40,53955,0.15549054308455207,0.0,WarehouseToHome,increased,0.15321089680490585,0.002279646279646219,0.002279646279646219
41,54604,0.2543363435326847,1.0,WarehouseToHome,increased,0.2537618745293661,0.0005744690033185895,0.0005744690033185895
42,53848,0.04059484160554427,0.0,WarehouseToHome,increased,0.027139855931969274,0.013454985673574994,0.013454985673574994
43,50432,0.06127056506213257,0.0,WarehouseToHome,increased,0.08135361301969919,-0.020083047957566623,0.020083047957566623
44,52734,0.05157101809519875,0.0,WarehouseToHome,increased,0.05564462264541642,-0.0040736045502176715,0.0040736045502176715
45,53026,0.5532067555517718,0.0,WarehouseToHome,increased,0.17323015041688158,0.3799766051348902,0.3799766051348902
46,51958,0.11967099421693614,0.0,WarehouseToHome,increased,0.13715229759068828,-0.017481303373752144,0.017481303373752144
47,52271,0.25362795250189774,0.0,WarehouseToHome,increased,0.11022702284130392,0.1434009296605938,0.1434009296605938
48,54161,0.11425413651574623,1.0,WarehouseToHome,increased,0.13961092111244044,-0.025356784596694215,0.025356784596694215
49,53484,0.15045178159004563,0.0,WarehouseToHome,increased,0.154412358031266,-0.003960576441220359,0.003960576441220359
50,50092,0.5497142679724648,1.0,WarehouseToHome,increased,0.45411764961497686,0.09559661835748795,0.09559661835748795
